resolution,date,chart,fiscal_year,action,source,council_member,organization,program,ein,amount,agency,agy_num,ua,purpose,flags
1,2014-04-29,LocalInitiatives-Fiscal2014,2014,rescind,,,"Fiscal Member Organization EINNumber Agency Amount Agy# U/A FiscalConduit/SponsoringOrganization ConduitEIN * FatherFlanagansBoysHome(d/b/a-BoysTownNewYork, Gentile Inc.)",,205960877,-2500,DYCD,,,.00) 260 005,
1,2014-04-29,LocalInitiatives-Fiscal2014,2014,designate,,,"Gentile BoysTownNewYork,Inc. Oddo StatenIslandAtlanticCollegiateBaseballLeague 27-1229660",,205960877,2500,DYCD,,,.00 260 005,
1,2014-04-29,LocalInitiatives-Fiscal2014,2014,designate,,,Oddo StatenIslandAtlanticCollegiateBaseballLeague(SIACBL),,271229660,8000,DYCD,,,.00 260 312,
1,2014-04-29,LocalInitiatives-Fiscal2014,2014,rescind,,,"Eugene ClaireHeureuseCommunityCenter,Inc.",,260364816,-4000,DFTA,,,.00) 125 003,
1,2014-04-29,LocalInitiatives-Fiscal2014,2014,designate,,,"Eugene CrownHeightsJewishCommunityCouncil,Inc.",,237390996,4000,DFTA,,,.00 125 003,
1,2014-04-29,AgingDiscretionary-Fiscal2014,2014,rescind,,,Fiscal Member Organization EINNumber Agency Amount Agy# U/A FiscalConduit/SponsoringOrganization ConduitEIN * Eugene DonDivinGroup,,113023840,-10000,DFTA,,,.00) 125 003,
1,2014-04-29,AgingDiscretionary-Fiscal2014,2014,designate,,,"Eugene FenimoreSeniorCenter,Inc.",,112772287,3300,DFTA,,,.00 125 003,
1,2014-04-29,AgingDiscretionary-Fiscal2014,2014,designate,,,Eugene St.Gabriel'sEpiscopalChurch,,112463892,3300,DFTA,,,.00 125 003,
1,2014-04-29,AgingDiscretionary-Fiscal2014,2014,designate,,,Eugene CrownHeightsPreservation CommitteeCorporation `,,112322490,3400,DFTA,,,.00 125 003,
1,2014-04-29,YouthDiscretionary-Fiscal2014,2014,rescind,,,"Fiscal Member Organization EINNumber Agency Amount Agy# U/A FiscalConduit/SponsoringOrganization ConduitEIN * Gentile CommodoreBarryClubofBrooklyn,Inc.",,320215473,-1500,DYCD,,,.00) 260 312,
1,2014-04-29,YouthDiscretionary-Fiscal2014,2014,designate,,,"Gentile BoysTownNewYork,Inc.",,205960877,1500,DYCD,,,.00 260 005,
1,2014-04-29,YouthDiscretionary-Fiscal2014,2014,rescind,,,Levin ProjectGirlPerformanceCollectiveInstitute,,271848709,-5000,DYCD,,,.00) 260 312,
1,2014-04-29,YouthDiscretionary-Fiscal2014,2014,rescind,,,Levin 27-1848709 James ProjectGirlPerformanceCollectiveInstitute,,271848709,-3500,DYCD,,,.00) 260 312,
1,2014-04-29,YouthDiscretionary-Fiscal2014,2014,designate,,,James GirlBeHeardInstitute `,,271848709,3500,DYCD,,,.00 260 312,
1,2014-04-29,CulturalAfterSchoolAdventure-Fiscal2014,2014,rescind,,Gennaro,Member Organization EINNumber Agency Amount Agy# U/A * KupferbergCenterPerformances,,116080521,-20000,DCLA,,,.00) 126 003,
1,2014-04-29,CulturalAfterSchoolAdventure-Fiscal2014,2014,designate,,Gennaro,QueensCollegeFoundationForKupferbergCenterPerformances,,116080521,20000,DCLA,,,.00 126 003,
1,2014-04-29,CulturalAfterSchoolAdventure-Fiscal2014,2014,rescind,,Gennaro,CD19 KupferbergCenterPerformances,,116080521,-20000,DCLA,,,.00) 126 003,
1,2014-04-29,CulturalAfterSchoolAdventure-Fiscal2014,2014,designate,,Gennaro,CD19 QueensCollegeFoundationForKupferbergCenterPerformances,,116080521,20000,DCLA,,,.00 126 003,
1,2014-04-29,CulturalAfterSchoolAdventure-Fiscal2014,2014,rescind,,Gennaro,Koo KupferbergCenterPerformances,,116080521,-20000,DCLA,,,.00) 126 003,
1,2014-04-29,CulturalAfterSchoolAdventure-Fiscal2014,2014,designate,,Gennaro,Koo QueensCollegeFoundationForKupferbergCenterPerformances,,116080521,20000,DCLA,,,.00 126 003,
1,2014-04-29,CulturalAfterSchoolAdventure-Fiscal2014,2014,rescind,,Gennaro,Koslowitz KupferbergCenterPerformances,,116080521,-20000,DCLA,,,.00) 126 003,
1,2014-04-29,CulturalAfterSchoolAdventure-Fiscal2014,2014,designate,,Gennaro,Koslowitz QueensCollegeFoundationForKupferbergCenterPerformances,,116080521,20000,DCLA,,,.00 126 003,
1,2014-04-29,CulturalAfterSchoolAdventure-Fiscal2014,2014,rescind,,Gennaro,"Dromm QueensCollegeFoundation,Inc.FORKuperferbergCenterfortheArts",,116080521,-20000,DCLA,,,.00) 126 003,
1,2014-04-29,CulturalAfterSchoolAdventure-Fiscal2014,2014,designate,,Gennaro,Dromm QueensCollegeFoundationForKupferbergCenterPerformances,,116080521,20000,DCLA,,,.00 126 003,
1,2014-04-29,CulturalAfterSchoolAdventure-Fiscal2014,2014,rescind,,Gennaro,Koo QueensCollegeFoundation,,116080521,-20000,DCLA,,,.00) 126 003,
1,2014-04-29,CulturalAfterSchoolAdventure-Fiscal2014,2014,designate,,Gennaro,Koo QueensCollegeFoundationForKupferbergCenterPerformances,,116080521,20000,DCLA,,,.00 126 003,
1,2014-04-29,SexualAssaultInitiative -Fiscal2014,2014,rescind,,,Organization EINNumber Agency Amount Agy# U/A * Mt.SinaiSchoolofMedicine,,136171197,-50000,OCJC,,,.00) 098 002,
1,2014-04-29,SexualAssaultInitiative -Fiscal2014,2014,designate,,,IcahnSchoolofMedicineatMountSinai,,136171197,50000,OCJC,,,.00 098 002,
1,2014-04-29,LocalInitiatives-Fiscal2013,2013,rescind,,,Fiscal Member Organization EINNumber Agency Amount Agy# U/A FiscalConduit/SponsoringOrganization ConduitEIN * Oddo StatenIslandAtlanticCollegiateBaseballLeague,,271229660,-8000,DYCD,,,.00) 260 312,
1,2014-04-29,LocalInitiatives-Fiscal2013,2013,designate,,,Oddo StatenIslandAtlanticCollegiateBaseballLeague(SIACBL),,271229660,8000,DYCD,,,.00 260 312,
1,2014-04-29,YouthDiscretionary-Fiscal2013,2013,rescind,,,"Fiscal Member Organization EINNumber Agency Amount Agy# U/A FiscalConduit/SponsoringOrganization ConduitEIN * BayRidgeBensonhurstBeautification Gentile CommodoreBarryClubofBrooklyn,Inc.",,320215473,-2500,DYCD,,,.00) 260 312 PreservationAllianceInc 11-3233233,
1,2014-04-29,YouthDiscretionary-Fiscal2013,2013,designate,,,Gentile NIACommunityServicesNetwork,,112697931,2500,DYCD,,,.00 260 312,
1,2014-04-29,YouthDiscretionary-Fiscal2013,2013,rescind,,,Crowley ChurchoftheHolyChildJesus,,111639802,-3500,DYCD,,,.00) 260 312 GreaterWoodhavenDevelopmentCorporation 11-2508190,
1,2014-04-29,YouthDiscretionary-Fiscal2013,2013,designate,,,Crowley ChurchoftheHolyChildJesus,,111639802,3500,DYCD,,,.00 260 312,
1,2014-04-29,PurposeofFundsChanges-Fiscal2014,2014,rescind,,,Source Organization EINNumber Agency Amount NewPurposeofFunds * ThefundswillsupporttheSeniorandyouthprograms.Thefundswillallowfor RomanCatholicChurchofOurLadyQueenOf expandedservicetothetargetedgroupsandofferawiderspectrumofactivities Youth Martyrs,,111687469,-6000,DYCD,,,.00)makingparticipationmoreattractive.,
1,2014-04-29,PurposeofFundsChanges-Fiscal2014,2014,designate,,,"RomanCatholicChurchofOurLadyQueenOf Thefundswillbeusedtosupportyouthprogrammingincludingtrips,transportation, Youth Martyrs",,111687469,6000,DYCD,,,".00 admissions,Stipends,Supplies,GeneralAdmission&OperatingProgramExpenses.",
2,2014-05-29,Local Initiatives - Fiscal 2014,2014,rescind,,,CD28 Baisley Park Houses Tenant Association,,134994650,-7500,NYCHA,,,.00) 098 002,
2,2014-05-29,Local Initiatives - Fiscal 2014,2014,designate,,,CD28 Baisley Park Houses Tenant Association,,136400434,7500,NYCHA,,,.00 098 002,
2,2014-05-29,Local Initiatives - Fiscal 2014,2014,rescind,,,"Greenfield Young Israel Senior Services, Inc.",,030381957,-5000,DFTA,,,.00) 125 003,
2,2014-05-29,Local Initiatives - Fiscal 2014,2014,designate,,,"Greenfield Young Israel Senior Services, Inc.",,134136312,5000,DFTA,,,.00 125 003,
2,2014-05-29,Local Initiatives - Fiscal 2014,2014,rescind,,,Greenfield Community Service Center of Greater Williamsburg Inc,,136400434,-25000,DFTA,,,.00) 125 003,
2,2014-05-29,Local Initiatives - Fiscal 2014,2014,designate,,,Greenfield Community Service Center of Greater Williamsburg Inc,,455180976,25000,DFTA,,,.00 125 003,
2,2014-05-29,Local Initiatives - Fiscal 2014,2014,rescind,,,"Gentile American-Italian Coalition of Organizations, Inc. (AMICO)",,112488439,-3500,DFTA,,,.00) 125 003,
2,2014-05-29,Local Initiatives - Fiscal 2014,2014,designate,,,"Gentile American-Italian Coalition of Organizations, Inc. (AMICO)",,112649513,3500,DFTA,,,.00 125 003,
2,2014-05-29,Local Initiatives - Fiscal 2014,2014,rescind,,Brewer,"Citywide Youth Opera, Inc.",,050616054,-3000,DCLA,,,.00) 126 003,**
2,2014-05-29,Local Initiatives - Fiscal 2014,2014,designate,,Brewer,"Citywide Youth Opera, Inc.",,050616054,3000,DYCD,,,.00 260 312,**
2,2014-05-29,Local Initiatives - Fiscal 2014,2014,rescind,,Brewer,CC Cypress Hills Local Development Corporation,,112683663,-40000,DYCD,,,.00) 260 312,**
2,2014-05-29,Local Initiatives - Fiscal 2014,2014,designate,,Brewer,CC Cypress Hills Local Development Corporation,,112683663,40000,HPD,,,.00 806 009,**
2,2014-05-29,Local Initiatives - Fiscal 2014,2014,rescind,,Brewer,"STPCV Tenants Association Foundation, Inc.",,274554330,-3500,DYCD,,,.00) 260 005,**
2,2014-05-29,Local Initiatives - Fiscal 2014,2014,designate,,Brewer,"STPCV Tenants Association Foundation, Inc.",,274554330,3500,HPD,,,.00 806 009,**
2,2014-05-29,Local Initiatives - Fiscal 2014,2014,rescind,,Brewer,Trustees Of Columbia University In The City Of New York,Harlem Health Promotion Center Trustees of Columbia University in the City of New York 13-5598093,135598093,-38000,DOHMH,,,.00) 816 117,
