resolution,date,chart,fiscal_year,action,source,council_member,organization,program,ein,amount,agency,agy_num,ua,purpose,flags
8,2019-02-28,Local Initiatives - Fiscal 2019,2019,rescind,,Speaker,"Crenulated Company, Ltd., The",,141719016,-50000,DYCD,260,005,,
8,2019-02-28,Local Initiatives - Fiscal 2019,2019,designate,,Speaker,"Crenulated Company, Ltd., The d/b/a New Settlement Apartments",,141719016,50000,DYCD,260,005,,
8,2019-02-28,Local Initiatives - Fiscal 2019,2019,rescind,,Speaker,"Van Bramer Catholic Migration Services, Inc.",,112634818,-3500,DSS/HRA,069,103,,**
8,2019-02-28,Local Initiatives - Fiscal 2019,2019,designate,,Speaker,"Van Bramer Catholic Migration Services, Inc.",,112634818,3500,DSS/HRA,069,107,,**
8,2019-02-28,Local Initiatives - Fiscal 2019,2019,rescind,,Speaker,Dromm Emerald Isle Immigration Center,Immigrant Services,112932528,-10000,DSS/HRA,069,103,,**
8,2019-02-28,Local Initiatives - Fiscal 2019,2019,designate,,Speaker,Dromm Emerald Isle Immigration Center,Immigrant Services,112932528,10000,DSS/HRA,069,107,,**
8,2019-02-28,Local Initiatives - Fiscal 2019,2019,rescind,,Moya,Emerald Isle Immigration Center,,112932528,-10000,DSS/HRA,069,103,,**
8,2019-02-28,Local Initiatives - Fiscal 2019,2019,designate,,Moya,Emerald Isle Immigration Center,,112932528,10000,DSS/HRA,069,107,,**
8,2019-02-28,Local Initiatives - Fiscal 2019,2019,rescind,,Speaker,Emerald Isle Immigration Center,,112932528,-125000,DSS/HRA,069,103,,**
8,2019-02-28,Local Initiatives - Fiscal 2019,2019,designate,,Speaker,Emerald Isle Immigration Center,,112932528,125000,DSS/HRA,069,107,,**
8,2019-02-28,Local Initiatives - Fiscal 2019,2019,rescind,,Speaker,"Levin Mobilization for Justice, Inc.",,132622748,-3000,DSS/HRA,069,103,,**
8,2019-02-28,Local Initiatives - Fiscal 2019,2019,designate,,Speaker,"Levin Mobilization for Justice, Inc.",,132622748,3000,DSS/HRA,069,107,,**
8,2019-02-28,Local Initiatives - Fiscal 2019,2019,rescind,,Speaker,"Old Astoria Neighborhood Association, Inc.",Business Directory and Constantinides Marketplace,471688610,-5000,SBS,801,002,,**
8,2019-02-28,Local Initiatives - Fiscal 2019,2019,designate,,Speaker,"Old Astoria Neighborhood Association, Inc.",Business Directory and Constantinides Marketplace,471688610,5000,DYCD,260,005,,**
8,2019-02-28,Local Initiatives - Fiscal 2019,2019,rescind,,Salamanca,New York City Housing Authority,Bronchester Houses Community Engagement,136400434,-5000,HPD,806,012,,**
8,2019-02-28,Local Initiatives - Fiscal 2019,2019,designate,,Salamanca,Department of Parks and Recreation,Julio Carballo Fields,136400434,5000,DPR,846,006,,**
8,2019-02-28,Local Initiatives - Fiscal 2019,2019,rescind,,Salamanca,Constantinides CUNY Creative Arts Team,,133893536,-1000,CUNY,042,001,,
8,2019-02-28,Local Initiatives - Fiscal 2019,2019,designate,,Salamanca,Constantinides Research Foundation of the City University of New York,,131988190,1000,CUNY,042,001,,
8,2019-02-28,Local Initiatives - Fiscal 2019,2019,rescind,,Salamanca,"Wayside Out-Reach Development (WORD), Inc.",Wayside- Boulevard Barron Seniors Lunch Program,113528680,-60000,DFTA,125,003,,**
8,2019-02-28,Local Initiatives - Fiscal 2019,2019,designate,,Salamanca,"Victory Music and Dance Company, Inc.",42nd Council District Barron Community Arts District,472167056,40000,DCLA,126,003,,**
8,2019-02-28,Local Initiatives - Fiscal 2019,2019,designate,,Salamanca,"Barron Brooklyn Boatworks, Inc.",42nd Council District,271509754,10000,DYCD,260,312,,**
8,2019-02-28,Local Initiatives - Fiscal 2019,2019,designate,,Salamanca,Research Foundation of the City University of New York,CUNY/John Jay Barron McNair Program Support,131988190,10000,CUNY,042,001,,**
8,2019-02-28,Local Initiatives - Fiscal 2019,2019,rescind,,Ayala,"Latinas On the Verge of Excellence -- L.O.V.E. Mentoring Program, Inc.",The L.O.V.E. Mentoring Program,463732667,-5000,DYCD,260,312,,
8,2019-02-28,Local Initiatives - Fiscal 2019,2019,designate,,Ayala,"Latinas On The Verge of Excellence Love, Inc.",The L.O.V.E. Mentoring Program,463732667,5000,DYCD,260,312,,
8,2019-02-28,Local Initiatives - Fiscal 2019,2019,rescind,,Ayala,"Lancman Young Israel of Kew Gardens Hills, Inc.",,111948880,-10000,DYCD,260,312,,
8,2019-02-28,Local Initiatives - Fiscal 2019,2019,designate,,Ayala,Lancman Young Israel of Kew Gardens,,111948880,10000,DYCD,260,312,,
8,2019-02-28,Local Initiatives - Fiscal 2019,2019,rescind,,,Ampry-Samuel Brooklyn Children's Museum,Public School 189K,112495664,-10000,DCLA,126,009,,
8,2019-02-28,Local Initiatives - Fiscal 2019,2019,designate,,,"Ampry-Samuel Brooklyn Children’s Museum, Corp.",Public School 189K,112495664,10000,DCLA,126,009,,
8,2019-02-28,Local Initiatives - Fiscal 2019,2019,rescind,,,Cornegy Brooklyn Children's Museum,,112495664,-8500,DCLA,126,009,,
8,2019-02-28,Local Initiatives - Fiscal 2019,2019,designate,,,"Cornegy Brooklyn Children’s Museum, Corp.",,112495664,8500,DCLA,126,009,,
8,2019-02-28,Local Initiatives - Fiscal 2019,2019,rescind,,Williams,Brooklyn Children's Museum,Brooklyn School Field Trips,112495664,-4500,DCLA,126,009,,
8,2019-02-28,Local Initiatives - Fiscal 2019,2019,designate,,Williams,"Brooklyn Children’s Museum, Corp.",Brooklyn School Field Trips,112495664,4500,DCLA,126,009,,
8,2019-02-28,Local Initiatives - Fiscal 2019,2019,rescind,,Ayala,"MASA-MexEd, Inc.","Community Education Workshops, Case Management, and Referrals",113640210,-10000,DYCD,260,312,,
8,2019-02-28,Local Initiatives - Fiscal 2019,2019,designate,,Ayala,"MASA-MexEd, Inc. d/b/a Masa","Community Education Workshops, Case Management, and Referrals",113640210,10000,DYCD,260,312,,
8,2019-02-28,Local Initiatives - Fiscal 2019,2019,rescind,,Speaker,"MASA-MexEd, Inc.",,113640210,-75000,DYCD,260,312,,
8,2019-02-28,Local Initiatives - Fiscal 2019,2019,designate,,Speaker,"MASA-MexEd, Inc. d/b/a Masa",,113640210,75000,DYCD,260,312,,
8,2019-02-28,Local Initiatives - Fiscal 2019,2019,rescind,,Speaker,Cohen Young Men's and Young Women's Hebrew Association of the Bronx,,131740507,-25000,DYCD,260,312,,
8,2019-02-28,Local Initiatives - Fiscal 2019,2019,designate,,Speaker,Young Men & Young Women's Hebrew Association of the Bronx dba Cohen Riverdale YM/YWHA,,131740507,25000,DYCD,260,312,,
