resolution,date,chart,fiscal_year,action,source,council_member,organization,program,ein,amount,agency,agy_num,ua,purpose,flags
1,2017-06-21,Local Initiatives - Fiscal 2018,2018,rescind,,,"Organization Conduit EIN Greenfield Brooklyn Historical Society, The",,111630813,-1000,DCLA,,,.00) 126 003 *,**
1,2017-06-21,Local Initiatives - Fiscal 2018,2018,rescind,,,"Greenfield West Indian American Day Carnival Association, Inc.",,237176396,-2500,DCLA,,,.00) 126 003 *,**
1,2017-06-21,Local Initiatives - Fiscal 2018,2018,designate,,,Greenfield Mosad Harim Levin,,113456787,3500,DYCD,,,.00 260 312,**
1,2017-06-21,Local Initiatives - Fiscal 2018,2018,rescind,,,"Lander Arts & Democracy, Inc.",,474287935,-5000,DYCD,,,.00) 260 005,**
1,2017-06-21,Local Initiatives - Fiscal 2018,2018,designate,,,"Lander Arts & Democracy, Inc.",,474287935,5000,DCLA,,,.00 126 003,**
1,2017-06-21,Local Initiatives - Fiscal 2018,2018,rescind,,,Palma Kips Bay Boys & Girls Club,,131623850,-10000,DYCD,,,.00) 260 312,**
1,2017-06-21,Local Initiatives - Fiscal 2018,2018,designate,,,Palma LSNY Bronx Corp.,,161759590,10000,DSS/HRA,,,.00 069 107 *,**
1,2017-06-21,Local Initiatives - Fiscal 2018,2018,rescind,,,"Richards Business Outreach Center Network, Inc.",,113306111,-20000,DSBS,,,.00) 801 002 *,**
1,2017-06-21,Local Initiatives - Fiscal 2018,2018,designate,,,"Richards Community Center of the Rockaway Peninsula, Inc.",,113064561,5000,DYCD,,,.00 260 005 *,**
1,2017-06-21,Local Initiatives - Fiscal 2018,2018,designate,,,Richards Boy Scouts of America,Greater New York Council,131624015,5000,DYCD,,,.00 260 312 *,**
1,2017-06-21,Local Initiatives - Fiscal 2018,2018,designate,,,"Richards Fund for the City of New York, Inc.",,132612524,5000,DYCD,,,.00 260 005,**
1,2017-06-21,Local Initiatives - Fiscal 2018,2018,designate,,,Richards Department of Parks and Recreation,,136400434,5000,DPR,,,.00 846 006,**
1,2017-06-21,Local Initiatives - Fiscal 2018,2018,rescind,,,Matteo Grace Foundation of New York,,134131863,-5000,DOHMH,,,.00) 816 121 *,**
1,2017-06-21,Local Initiatives - Fiscal 2018,2018,designate,,,"Matteo Staten Island Sports Hall of Fame, Inc.",,133833390,5000,DYCD,,,.00 260 005 *,**
1,2017-06-21,Local Initiatives - Fiscal 2018,2018,rescind,,,"Crowley Maspeth Town Hall, Inc.",,237259702,-5000,DYCD,,,.00) 260 312,
1,2017-06-21,Local Initiatives - Fiscal 2018,2018,designate,,,"Crowley Woodhaven Cultural and Historical Society, Inc.",,113099784,5000,DYCD,,,.00 260 312,
1,2017-06-21,Local Initiatives - Fiscal 2018,2018,rescind,,,"Crowley Ridgewood Volunteer Ambulance Corps, Inc.",,237405104,-5000,FDNY,,,.00) 057 005 *,
1,2017-06-21,Local Initiatives - Fiscal 2018,2018,designate,,,"Crowley Ridgewood Volunteer Ambulance Corps, Inc.",,237405104,5000,FDNY,,,".00 057 005 Greater Ridgewood Youth Council, Inc. 11-2518141 *",
1,2017-06-21,Local Initiatives - Fiscal 2018,2018,rescind,,,"King Neighborhood Self Help by Older Persons Project, Inc.",,133077047,-15000,DFTA,,,.00) 125 003,**
1,2017-06-21,Local Initiatives - Fiscal 2018,2018,designate,,,"King New York Junior Tennis League, Inc.",,237442256,5000,DYCD,,,.00 260 312 *,**
1,2017-06-21,Local Initiatives - Fiscal 2018,2018,designate,,,King National Association for the Advancement of Colored People,,061172538,5000,DYCD,,,.00 260 312 *,**
1,2017-06-21,Local Initiatives - Fiscal 2018,2018,designate,,,King New York City Housing Authority,,136400434,5000,NYCHA,,,.00 098 002,**
1,2017-06-21,Local Initiatives - Fiscal 2018,2018,rescind,,,"Cornegy BRIC Arts | Media | Bklyn, Inc.",,112547268,-5000,DCLA,,,.00) 126 003,
1,2017-06-21,Local Initiatives - Fiscal 2018,2018,rescind,,,"Cornegy BRIC Arts | Media | Bklyn, Inc.",,112547268,-5000,DCLA,,,.00) 126 003,
1,2017-06-21,Local Initiatives - Fiscal 2018,2018,designate,,,"Cornegy Crown Heights North Association, Inc.",,200006693,10000,DCLA,,,.00 126 003 *,
1,2017-06-21,Local Initiatives - Fiscal 2018,2018,rescind,,,"Cornegy Noel Pointer Foundation, Inc.",,113271472,-7000,DCLA,,,.00) 126 003,
1,2017-06-21,Local Initiatives - Fiscal 2018,2018,rescind,,,"Cultural Museum of African Art, Inc.",The Eric Edwards Cornegy Collection,900907203,-5000,DCLA,,,.00) 126 003 *,**
1,2017-06-21,Local Initiatives - Fiscal 2018,2018,designate,,,Cornegy Bridge Street Development Corporation,,113250772,6000,DYCD,,,.00 260 005 *,**
1,2017-06-21,Local Initiatives - Fiscal 2018,2018,designate,,,Cornegy SCO Family of Services,,112777066,6000,DYCD,,,.00 260 005 *,
1,2017-06-21,Local Initiatives - Fiscal 2018,2018,rescind,,,"Menchaca American-Italian Coalition of Organizations, Inc.",,112488439,-10000,DOHMH,,,.00) 816 113,**
