resolution,date,chart,fiscal_year,action,source,council_member,organization,program,ein,amount,agency,agy_num,ua,purpose,flags
1,2020-08-27,Local Initiatives - Fiscal 2021,2021,rescind,,,Ulrich Department of Parks and Recreation,Forest Park,136400434,-12500,DPR,846,006,,**
1,2020-08-27,Local Initiatives - Fiscal 2021,2021,designate,,,Ulrich Blessed Trinity Roman Catholic Church,,262885471,12500,DYCD,260,312,,**
1,2020-08-27,Local Initiatives - Fiscal 2021,2021,rescind,,,Ulrich QueensRail Corporation,,475388098,-5000,DYCD,260,005,,
1,2020-08-27,Local Initiatives - Fiscal 2021,2021,designate,,,Ulrich Blessed Trinity Roman Catholic Church,,262885471,5000,DYCD,260,312,,
1,2020-08-27,Local Initiatives - Fiscal 2021,2021,rescind,,,"Ulrich Giving Alternative Learners Uplifting Opportunities, Inc.",,050615968,-5000,DFTA,125,003,,**
1,2020-08-27,Local Initiatives - Fiscal 2021,2021,designate,,,"Ulrich Elmhurst Jewish Center, Inc.",,116105238,5000,DYCD,260,312,,**
1,2020-08-27,Local Initiatives - Fiscal 2021,2021,rescind,,,Levin New York City Housing Authority,Gowanus Resident Association,136400434,-1500,HPD,806,012,,
1,2020-08-27,Local Initiatives - Fiscal 2021,2021,rescind,,,Levin New York City Housing Authority,Wyckoff Tenant Association,136400434,-1000,HPD,806,012,,
1,2020-08-27,Local Initiatives - Fiscal 2021,2021,designate,,,"Levin Berry Street Tenants Association, Inc.",,465367567,2500,HPD,806,012,,
1,2020-08-27,Local Initiatives - Fiscal 2021,2021,rescind,,Adams,Center for New York City Law at New York Law School,CUNY School of Law - Legal Services - Council District 28,135645885,-35400,DYCD,260,005,,**
1,2020-08-27,Local Initiatives - Fiscal 2021,2021,designate,,Adams,City University of New York,CUNY School of Law - Legal Services,133893536,35400,CUNY,042,001,,**
1,2020-08-27,Local Initiatives - Fiscal 2021,2021,rescind,,Louis,Research Foundation of the City University of New York,Council District 45,131988190,-5000,CUNY,042,001,,
1,2020-08-27,Local Initiatives - Fiscal 2021,2021,designate,,Louis,City University of New York,Council District 45,136400434,5000,CUNY,042,001,,
1,2020-08-27,Local Initiatives - Fiscal 2021,2021,rescind,,Louis,Ampry-Samuel Department of Parks and Recreation,Skate Park Pop-up @ Dr. Green Park,136400434,-35000,DPR,846,006,,
1,2020-08-27,Local Initiatives - Fiscal 2021,2021,designate,,Louis,Department of Parks and Recreation,Green Thumb @ Marcus Garvey Ampry-Samuel Development,136400434,35000,DPR,846,006,,
1,2020-08-27,Local Initiatives - Fiscal 2021,2021,rescind,,Adams,"Edge School of the Arts Dance Legacy, Inc.",,823426582,-5000,DYCD,260,005,,**
1,2020-08-27,Local Initiatives - Fiscal 2021,2021,designate,,Adams,"Edge School of the Arts Dance Legacy, Inc.",,823426582,5000,DCLA,126,003,,**
1,2020-08-27,Local Initiatives - Fiscal 2021,2021,rescind,,Adams,Levine Dominicanos USA,Young Voices: Youth Civic Engagement,463738190,-3500,DYCD,260,312,,
1,2020-08-27,Local Initiatives - Fiscal 2021,2021,designate,,Adams,"Levine Dominicanos USA, Inc.",Young Voices: Youth Civic Engagement,463738190,3500,DYCD,260,312,,
1,2020-08-27,Local Initiatives - Fiscal 2021,2021,rescind,,Adams,"Rodriguez Behind the Book, Inc.",,320086097,-3500,DYCD,260,312,,**
1,2020-08-27,Local Initiatives - Fiscal 2021,2021,designate,,Adams,"Rodriguez Behind the Book, Inc.",,320086097,3500,DCLA,126,003,,**
1,2020-08-27,Local Initiatives - Fiscal 2021,2021,rescind,,Adams,"Rodriguez Hispanic Federation, Inc.",,133573852,-10000,DYCD,260,005,,
1,2020-08-27,Local Initiatives - Fiscal 2021,2021,designate,,Adams,"Rodriguez Iconos Kids, Inc.",,833267386,10000,DYCD,260,005,,
1,2020-08-27,Local Initiatives - Fiscal 2021,2021,rescind,,Adams,"Deutsch Ohel Children's Home and Family Services, Inc.",,116078704,-12000,DHMH,816,120,,**
1,2020-08-27,Local Initiatives - Fiscal 2021,2021,designate,,Adams,"Deutsch Ohel Children's Home and Family Services, Inc.",,116078704,12000,DFTA,125,003,,**
1,2020-08-27,Local Initiatives - Fiscal 2021,2021,rescind,,Adams,Ampry-Samuel City Parks Foundation,SummerStage,133561657,-5000,DPR,846,006,,**
1,2020-08-27,Local Initiatives - Fiscal 2021,2021,designate,,Adams,"Ampry-Samuel 71st Precinct Community Council, Inc.",,043784543,5000,DYCD,260,005,,**
1,2020-08-27,Local Initiatives - Fiscal 2021,2021,rescind,,Ayala,"South Bronx United, Inc.",Recreational Soccer Program - Patterson Park,264064041,-10000,DYCD,260,312,,**
1,2020-08-27,Local Initiatives - Fiscal 2021,2021,designate,,Ayala,"Ghetto Film School, Inc.",NY Talent Pipeline,134127229,10000,DCLA,126,003,,**
1,2020-08-27,Local Initiatives - Fiscal 2021,2021,rescind,,Ayala,Yeger Mosad Harim Levin,Project H.E.A.R.T.,113456787,-25000,DYCD,260,312,,
1,2020-08-27,Local Initiatives - Fiscal 2021,2021,designate,,Ayala,Yeger Project Witness,Project H.E.A.R.T.,113456787,25000,DYCD,260,312,,
1,2020-08-27,Local Initiatives - Fiscal 2021,2021,rescind,,Louis,Research Foundation of the City University of New York,Council District 45,131988190,-5000,CUNY,042,001,,
